Site_ID,Reference_ID,Location,Country,State,Latitude,Longitude,Uncertainty_radius,Elevation_low,Elevation_high,Habitat_description,Habitat_code,Abundance_data_present,Abundance_data_format,Spatial_extent,Study_duration,Time_series,N_years,Notes
1151,Jorgensen1965,TCH; Coleogyne;  Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,desert scrub,DS,some,estimate,4006,1,0,1,NULL
1152,Jorgensen1965,TCI; Coleogyne;  Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,desert scrub,DS,all,estimate,4006,1,0,1,NULL
1153,Jorgensen1965,TCJ; Mixed; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,desert scrub,DS,all,estimate,4006,1,0,1,NULL
1154,Jorgensen1965,TCK; Mixed; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,desert scrub,DS,all,estimate,4006,1,0,1,NULL
1155,Jorgensen1965,4A; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,Grayia-Lycium desert scrub,DS,all,raw,63131,17,0,2,NULL
1156,Jorgensen1965,5A; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,Larrea-Franseria desert scrub,DS,all,raw,63131,18,0,2,NULL
1157,Jorgensen1965,5E; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,Larrea-Franseria desert scrub,DS,all,raw,63131,15,0,2,NULL
1158,Jorgensen1965,10D; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,Coleogyne desert scrub,DS,all,raw,63131,29,0,2,NULL
1159,Jorgensen1965,JA; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,desert scrub,DS,all,raw,63131,18,0,2,NULL
1160,Jorgensen1965,TA; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,Coleogyne desert scrub,DS,all,raw,63131,13,0,2,NULL
1161,Jorgensen1965,1F; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,Salsola desert scrub,DS,all,raw,63131,15,0,2,NULL
1162,Jorgensen1965,6A; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,Atriplex-Kochia desert scrub,DS,all,raw,63131,18,0,2,NULL
1163,Jorgensen1965,12E; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,pinon juniper,CF,all,raw,23472,13,0,2,NULL
1164,Jorgensen1965,12A; Nevada radioactive weapons test site,USA,NV,37.117436,-116.049992,106,819,2340,pinon juniper,CF,all,raw,23472,13,0,2,NULL
1165,Scott1982,treated subalpine forest drainage; pre-clearcut; Deadhorse Creek; Fraser Experimental Forest,USA,CO,39.849242,-105.910086,10,3050,3050,spruce; fir; pine forest,CF,all,raw,18578,25,0,2,NULL
1166,Scott1982,uncut subalpine forest drainage; Deadhorse Creek; Fraser Experimental Forest,USA,CO,39.849242,-105.910086,10,3050,3050,spruce; fir; pine forest,CF,all,raw,18578,48,1,4,NULL
1167,Kirkland1978,grid A; pre-herbicide; Oct 74; watershed 6 on Fernow Experimental Forest near Parsons; Tucker County,USA,WV,39.067936,-79.676339,4,820,820,mixed deciduous forest with planted Norway spruce,MF,all,raw,18600,1,0,1,NULL
1168,Kirkland1978,grid C; pre-herbicide; Jul 75; watershed 6 on Fernow Experimental Forest near Parsons; Tucker County,USA,WV,39.067936,-79.676339,4,820,820,mixed deciduous forest with planted Norway spruce,MF,all,raw,18600,1,0,1,NULL
1169,Kirkland1978,grid B; post-herbicide; Oct 75; watershed 6 on Fernow Experimental Forest near Parsons; Tucker County,USA,WV,39.067936,-79.676339,4,820,820,mixed deciduous forest with planted Norway spruce,MF,all,raw,18600,1,0,1,NULL
1170,Kirkland1978,grid C; post-herbicide; Oct 75; watershed 6 on Fernow Experimental Forest near Parsons; Tucker County,USA,WV,39.067936,-79.676339,4,820,820,mixed deciduous forest with planted Norway spruce,MF,all,raw,18600,3,0,1,NULL
1171,Hatchell1964,Ruston; control ,USA,LA,32.522925,-92.6443393,25,50,100,pine; hardwood,MF,all,raw,42330,30,0,3,NULL
1172,Hatchell1964,Ruston; burned,USA,LA,32.522925,-92.6443393,25,50,100,pine; hardwood,MF,all,raw,42330,17,0,2,NULL
1173,Hatchell1964,Woodworth; control,USA,LA,31.146958,-92.496286,25,0,50,pine; hardwood,MF,all,raw,18817,5,0,1,NULL
1174,Hatchell1964,Woodworth; burned,USA,LA,31.146958,-92.496286,25,0,50,pine; hardwood,MF,all,raw,18817,5,0,1,NULL
1175,Hatchell1964,Olla; control,USA,LA,31.902908,-92.242803,25,0,50,hardwood; some pine,MF,all,raw,32780,8,0,1,NULL
1176,Hatchell1964,Olla; burned,USA,LA,31.902908,-92.242803,25,0,50,hardwood; some pine,MF,all,raw,32780,8,0,1,NULL
1177,Hatchell1964,Urania; moderate understory,USA,LA,31.863861,-92.296011,25,0,50,pine ,MF,all,raw,32780,13,0,2,NULL
1178,Hatchell1964,Urania; dense understory,USA,LA,31.863861,-92.296011,25,0,50,pine,MF,all,raw,32780,13,0,2,NULL
1179,Hatchell1964,Melder; moderate understory,USA,LA,31.105303,-92.636614,25,0,50,pine,MF,all,raw,56501,6,0,1,NULL
1180,Medin1989b,ungrazed; Deer Creek study site; 34 mi N of Wells in Elko Co.; near S boundary of Columbia Plateau in the Salmon Falls Creek drainage; total 11;555 acre pasture,USA,NV,41.640928,-114968494,25,1890,1890,riparian; grass; sage; willow; aspen,DF,all,raw,11331,1,0,1,NULL
1181,Medin1989b,grazed; Deer Creek study site; 34 mi N of Wells in Elko Co.; near S boundary of Columbia Plateau in the Salmon Falls Creek drainage; total 11;555 acre pasture,USA,NV,41.640928,-114968494,25,1890,1890,riparian; grass; sage; willow; aspen,DF,all,raw,11331,1,0,1,NULL
1182,Bartel2005,Curlew Valley; Box Elder County,USA,UT,41.721978,-112.882978,5,1275,1400,desert shrub,DS,some,estimate,2250,1,1,14,NULL
1183,Bartel2005,Idaho National Engineering and Environmental Laboratory; 1975; Bingham; Bonneville; Butte; Clark; and Jefferson Cos. Idaho. 56 km NW of Idaho Falls,USA,ID,43.518161,-112.996803,5,1500,1550,desert shrub,DS,some,estimate,2250,1,1,12,NULL
1184,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Primary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1185,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Primary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1186,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Primary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1187,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Primary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1188,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Primary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1189,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Primary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1190,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Primary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1191,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Secondary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1192,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Secondary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1193,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Secondary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1194,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Secondary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1195,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Secondary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1196,Wu1996,Xishuangbanna Nature Reserve; Shangyong Station; tropical monsoon rainforest; Secondary forest,China,Yunnan Province,21.33333,103.58333,5,700,700,tropical monsoon forest,TF,all,raw,10000,1,0,1,NULL
1197,OBrien2009,Gamba Protected Areas Complex; Loango National Park; coastal forest,Gabon,Ogooué-Maritime,-2.347464,9.615004,5,0,1000,coastal forest,TF,some,raw,6000,3,0,1,NULL
1198,OBrien2009,Gamba Protected Areas Complex; Moukalaba-Doudou National Park; inland forest,Gabon,Ogooué-Maritime,-2.40778,10.338825,10,0,1000,inland forest,TF,some,raw,4000,2,0,1,NULL
1199,OBrien2009,Gamba Protected Areas Complex; Gamba township; coastal forest; industrial corridor,Gabon,Ogooué-Maritime,-2.734498,10.082635,10,0,1000,coastal forest,TF,some,raw,3000,1,0,1,NULL
1200,OBrien2009,Gamba Protected Areas Complex; Shell Gabon oil concessions in Rabi; inland forest; industrial corridor,Gabon,Ogooué-Maritime,-1.907225,9.853757,5,0,1000,inland forest,TF,some,raw,6000,2,0,1,NULL
1201,OBrien2009,Gamba Protected Areas Complex; Shell Gabon oil concessions in Toucan; inland forest; industrial corridor,Gabon,Ogooué-Maritime,-1.711624,9.811753,10,0,1000,inland forest,TF,some,raw,5000,4,0,1,NULL
1202,Ostoja2008,Tooele Co.; Sagebrush; Vernon Hills & Simpson Springs,USA,UT,40.066275,-112.55117,20,1500,1800,Sagebrush,DS,all,raw,40500,14,1,2,NULL
1203,Ostoja2008,Tooele Co.; Cheatgrass-converted; Vernon Hills & Simpson Springs,USA,UT,40.066275,-112.55117,20,1500,1800,Cheatgrass-converted,DS,all,raw,40500,14,1,2,NULL
1204,Gano1982,Hanford Site; bitterbrush-cheatgrass community; unburned,USA,WA,46.484575,-119.330506,5,100,200,bitterbrush-cheatgrass community; unburned,DS,all,raw,10000,60,0,6,NULL
1205,Gano1982,Hanford Site; bitterbrush-cheatgrass community; burned,USA,WA,46.484575,-119.330506,5,100,200,bitterbrush-cheatgrass community; burned,DS,all,raw,10000,60,0,6,NULL
1206,Barriere2000,Bakota; Ngotto sector; tropical forest; monospecific,Central African Republic,Lobaye,3.743333,17.559444,1,450,475,tropical forest; monospecific,TF,all,raw,NULL,1,0,1,NULL
1207,Barriere2000,Bambio; Ngotto sector; secondary forest (anthropogenic),Central African Republic,Sangha,3.9225,16.984167,1,550,610,secondary forest (anthropogenic),TF,all,raw,NULL,2,0,1,NULL
1208,Barriere2000,Batouri; Ngotto sector; primary forest,Central African Republic,Sangha,3.9,17.033333,1,550,610,primary forest,TF,all,raw,NULL,14,0,2,NULL
1209,Barriere2000,Benguedara; Ngotto sector; savannah next to secondary forest,Central African Republic,Lobaye,3.762222,17.514167,1,400,450,savannah next to secondary forest,TF,all,raw,NULL,1,0,1,NULL
1210,Barriere2000,Grima; Ngotto sector; secondary forest; zone of contact with Sudanese savannah; fire disturbance,Central African Republic,NULL,4.013333,17.067222,1,500,610,secondary forest; zone of contact with Sudanese savannah; fire disturbance,TF,all,raw,NULL,4,0,1,NULL
1211,Barriere2000,Massangai; Ngotto sector; secondary forest; some human impact (farming),Central African Republic,NULL,3.933333,16.983333,1,550,610,secondary forest; some human impact (farming),TF,all,raw,NULL,2,0,1,NULL
1212,Barriere2000,Batouri; Ngotto sector; primary forest; murid survey,Central African Republic,NULL,3.9,17.033333,1,550,610,primary forest,TF,all,raw,NULL,14,0,2,NULL
1213,Gitzen2001,Antelope bitterbrush/Indian ricegrass; Hanford Site,USA,WA,46.66,-119.519444,18,180,610,Antelope bitterbrush/Indian ricegrass; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire,DS,all,raw,3000,1,0,1,NULL
1214,Gitzen2001,Big sagebrush/bluebunch wheatgrass; Hanford Site,USA,WA,46.66,-119.519444,18,180,610,Big sagebrush/bluebunch wheatgrass; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire,DS,all,raw,2000,1,0,1,NULL
1215,Gitzen2001,Big sagebrush/cheatgrass; Hanford Site,USA,WA,46.66,-119.519444,18,180,610,Big sagebrush/cheatgrass; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire,DS,all,raw,2000,1,0,1,NULL
1216,Gitzen2001,Big sagebrush/Sandberg's bluegrass; Hanford Site,USA,WA,46.66,-119.519444,18,180,610,Big sagebrush/Sandberg's bluegrass; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire,DS,all,raw,3500,1,0,1,NULL
1217,Gitzen2001,Cheatgrass; Hanford Site,USA,WA,46.66,-119.519444,18,180,610,Cheatgrass; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire,DS,all,raw,2500,1,0,1,NULL
1218,Gitzen2001,Low elevation bunchgrass; Hanford Site,USA,WA,46.66,-119.519444,18,180,610,Low elevation bunchgrass; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire,DS,all,raw,2000,1,0,1,NULL
1219,Gitzen2001,Riverine (Colombia river bank); Hanford Site,USA,WA,46.66,-119.519444,18,180,610,Riverine (Colombia river bank); radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire,DS,all,raw,3000,1,0,1,NULL
1220,Gitzen2001,Spiny hopsage/Sandberg's bluegrass; Hanford Site,USA,WA,46.66,-119.519444,18,180,610,Spiny hopsage/Sandberg's bluegrass; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire,DS,all,raw,500,1,0,1,NULL
1221,Gitzen2001,Stiff sagebrush; Hanford Site,USA,WA,46.66,-119.519444,18,180,610,Stiff sagebrush; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire,DS,all,raw,1500,1,0,1,NULL
1222,Gitzen2001,Saddle Mountain transects; Hanford Site,USA,WA,46.66,-119.519444,18,180,610,Saddle Mountain transects; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire,DS,all,raw,37500,1,0,1,NULL
1223,Gitzen2001,Umtanum Ridge transects; Hanford Site,USA,WA,46.66,-119.519444,18,180,610,Umtanum Ridge transects; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire,DS,all,raw,37500,1,0,1,NULL
1224,Gitzen2001,Umtanum Ridge Grid; Hanford Site; border of Umtanum Ridge,USA,WA,46.66,-119.519444,18,180,610,Umtanum Ridge Grid; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire; border of Umtanum Ridge,DS,all,raw,14400,1,0,1,NULL
1225,Gitzen2001,Central Hanford Grid; Hanford Site; low-elevation sites,USA,WA,46.66,-119.519444,18,180,610,Central Hanford Grid; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire; low-elevation sites,DS,all,raw,51000,1,0,1,NULL
1226,Gitzen2001,Central Hanford Grid 2; Hanford Site; low-elevation sites,USA,WA,46.66,-119.519444,18,180,610,Central Hanford Grid2; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire; low-elevation sites,DS,all,raw,51000,1,0,1,NULL
1227,Gitzen2001,Wahluke Slope Grid; Hanford Site; low-elevation sites,USA,WA,46.66,-119.519444,18,180,610,Wahluke Slope Grid; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire; low-elevation sites,DS,all,raw,51000,1,0,1,NULL
1228,Gitzen2001,Hanford Dunes; Hanford Site; dunes on Central Hanford,USA,WA,46.66,-119.519444,18,180,610,Hanford Dunes; radioactive contamination and nuclear waste processing site; shrub-steppe habitat; occasional fire; dunes on Central Hanford,DS,all,raw,1800,1,0,1,NULL
1229,Lasso1996,Parque Nacional de Monte Alen; primary and secondary forest; Rio Uoro river basin,Equatorial Guinea,Litoral,1.376667,10.144444,8,460,730,primary and secondary tropical rainforest,TF,none,none,1200,8,0,1,NULL
1230,Dieterlen1986,Irangi; a field station of former I.R.S.A.C.-Institute Lwiro near Lake Kivu,Democratic Republic of Congo,NULL,-1.9,23.45,5,850,850,mostly (60-70% of trapping effort) primary forest; also secondary forest and cultivated land,TF,all,raw,NULL,120,0,10,NULL
1231,Goodman2004,Valley 1; rainforest zone; Monts Doudou Complex,Gabon,NULL,-2.525833,9.9975,20,110,110,tropical rainforest,TF,all,raw,100,2,0,1,NULL
1232,Goodman2004,Valley 2; rainforest zone; Monts Doudou Complex,Gabon,NULL,-2.525833,9.9975,20,110,110,tropical rainforest,TF,all,raw,100,2,0,1,NULL
1233,Goodman2004,Valley 3; rainforest zone; Monts Doudou Complex,Gabon,NULL,-2.525833,9.9975,20,110,110,tropical rainforest,TF,all,raw,100,2,0,1,NULL
1234,Goodman2004,Valley 4; rainforest zone; Monts Doudou Complex,Gabon,NULL,-2.525833,9.9975,20,375,375,tropical rainforest,TF,all,raw,100,2,0,1,NULL
1235,Goodman2004,Slope 5; rainforest zone; Monts Doudou Complex,Gabon,NULL,-2.525833,9.9975,20,375,375,tropical rainforest,TF,all,raw,100,2,0,1,NULL
1236,Goodman2004,Ridge 6; rainforest zone; Monts Doudou Complex,Gabon,NULL,-2.525833,9.9975,20,375,375,tropical rainforest,TF,all,raw,100,2,0,1,NULL
1237,Goodman2004,Ridge 7; rainforest zone; Monts Doudou Complex,Gabon,NULL,-2.525833,9.9975,20,625,625,tropical rainforest,TF,all,raw,100,2,0,1,NULL
1238,Goodman2004,Slope 8; rainforest zone; Monts Doudou Complex,Gabon,NULL,-2.525833,9.9975,20,625,625,tropical rainforest,TF,all,raw,100,2,0,1,NULL
1239,Goodman2004,Valley 9; rainforest zone; Monts Doudou Complex,Gabon,NULL,-2.525833,9.9975,20,625,625,tropical rainforest,TF,all,raw,100,2,0,1,NULL
1240,Giuliano2004,Pike Run Watershed; Washington and Green Counties,USA,PA,40.086111,-79.979167,5,320,370,ungrazed riparian pasture,GL,all,raw,9100,16,0,2,NULL
1241,Giuliano2004,Pike Run Watershed; Washington and Green Counties,USA,PA,40.086111,-79.979167,5,320,370,grazed riparian pasture,GL,all,raw,9100,16,0,2,NULL
1242,Utrera2000,western llanos in the states of Portuguesa; Barinas; Apure; Cojedes; and western Guarico,Venezuela,NULL,9.094167,-69.096944,150,50,300,Lowland savanna; in agricultural fields; pasture; along roadsides and near peridomestic areas,AG,all,raw,NULL,25,0,3,NULL
1243,Utrera2000,western llanos in the states of Portuguesa; Barinas; Apure; Cojedes; and western Guarico,Venezuela,NULL,9.094167,-69.096944,150,50,300,Paspalum savanna,GL,all,raw,NULL,25,0,3,NULL
1244,Utrera2000,western llanos in the states of Portuguesa; Barinas; Apure; Cojedes; and western Guarico,Venezuela,NULL,9.094167,-69.096944,150,50,300,Piedmont savanna,GL,all,raw,NULL,34,0,3,NULL
1245,Utrera2000,western llanos in the states of Portuguesa; Barinas; Apure; Cojedes; and western Guarico,Venezuela,NULL,9.094167,-69.096944,150,50,300,Trachypogon savanna,GL,all,raw,NULL,12,0,1,NULL
1246,Bernardo2000,Las Joyas Scientific Station of the Sierra de Manantlan Biosphere Reserve,Mexico,NULL,19.568275,-104.123281,20,1000,2600,Mature cloud forest,CLF,all,raw,8100,14,0,1,NULL
1247,Bernardo2000,Las Joyas Scientific Station of the Sierra de Manantlan Biosphere Reserve,Mexico,NULL,19.568275,-104.123281,20,1000,2600,Disturbed cloud forest,CLF,all,raw,8100,14,0,1,NULL
1248,Coppeto2006,Mt. Hough Ranger District; Plumas National Forest; Quincy,USA,CA,39.948283,-121.038192,10,1180,2250,mixed fir; mixed conifer,CF,all,raw,405000,14,1,2,NULL
1249,Hallett1982,Desert Water shed-40km northeast of Las Cruces; Dona Ana County,USA,NM,32.51335,-106.820567,5,1375,1375,creosote bush; mesquite; apache plume and spanish bayonet,DS,all,raw,8100,36,1,3,NULL
1250,Lambert2006,Pinkait?´ Research Station; Para´,Brazil,NULL,-7.770621,-51.961944,0,230,400,70% forest and 30% savannah; within the Kyapo indigenous area. 10 grids were in unlogged forest and 9 in logged sites.,TF,all,raw,3800,11,0,1,NULL
1251,Wilson2001,Fort Lewis; south of Tacoma,USA,WA,47.114369,-122.564587,5,85,160,Oregon white oak stands,DF,all,raw,12320,2,0,1,NULL
1252,Kemper1985,Pasoh Forest Reserve,Malaysia,NULL,2.975016,102.307173,3,100,200,regenerating lowland tropical forest; site 1,TF,all,raw,1500,5,0,1,NULL
1253,Kemper1985,Pasoh Forest Reserve,Malaysia,NULL,2.975016,102.307173,3,100,200,regenerating lowland tropical forest; site 2,TF,all,raw,1500,5,0,1,NULL
1254,Kemper1985,Pasoh Forest Reserve,Malaysia,NULL,2.975016,102.307173,3,100,200,primary and regenerating lowland tropical forest; site 3,TF,all,raw,1500,5,0,1,NULL
